rest_key,rest_coop,reporting_day,daypart_name,daypart_description,daypart_sales,daypart_transaction_qty
5357,SEA/TCA WA CP-0024,2010-01-30,Total Day,All hours,3632.19,626
5357,SEA/TCA WA CP-0024,2010-01-31,After 4PM,4PM - Close,768.21,127
5357,SEA/TCA WA CP-0024,2010-01-31,Afternoon,2PM - 4PM,420.87,65
5357,SEA/TCA WA CP-0024,2010-01-31,Breakfast,Open - 10:30AM (11AM weekend),564.21,116
5357,SEA/TCA WA CP-0024,2010-01-31,Dinner,4PM - 9PM,631.3,104
5357,SEA/TCA WA CP-0024,2010-01-31,Evening,9PM - Close,136.91,23
5357,SEA/TCA WA CP-0024,2010-01-31,Late Night,11PM - 5AM,0.0,0
5357,SEA/TCA WA CP-0024,2010-01-31,Lunch,11AM -  2PM,767.77,130
5357,SEA/TCA WA CP-0024,2010-01-31,Morning,Open - 11AM,564.21,116
5357,SEA/TCA WA CP-0024,2010-01-31,Regular Menu,10:30AM (11AM weekend) - Close,1956.85,322
5357,SEA/TCA WA CP-0024,2010-01-31,Total Day,All hours,2521.06,438
5357,SEA/TCA WA CP-0024,2010-02-01,After 4PM,4PM - Close,1117.44,205
5357,SEA/TCA WA CP-0024,2010-02-01,Afternoon,2PM - 4PM,490.63,95
5357,SEA/TCA WA CP-0024,2010-02-01,Breakfast,Open - 10:30AM (11AM weekend),1230.74,299
5357,SEA/TCA WA CP-0024,2010-02-01,Dinner,4PM - 9PM,1021.53,186
5357,SEA/TCA WA CP-0024,2010-02-01,Evening,9PM - Close,95.91,19
5357,SEA/TCA WA CP-0024,2010-02-01,Late Night,11PM - 5AM,0.0,0
5357,SEA/TCA WA CP-0024,2010-02-01,Lunch,11AM -  2PM,1618.89,313
5357,SEA/TCA WA CP-0024,2010-02-01,Morning,Open - 11AM,1367.53,332
5357,SEA/TCA WA CP-0024,2010-02-01,Regular Menu,10:30AM (11AM weekend) - Close,3363.75,646
5357,SEA/TCA WA CP-0024,2010-02-01,Total Day,All hours,4594.49,945
13369,SEA/TCA WA CP-0024,2010-01-02,After 4PM,4PM - Close,1318.92,178
13369,SEA/TCA WA CP-0024,2010-01-02,Afternoon,2PM - 4PM,548.69,83
13369,SEA/TCA WA CP-0024,2010-01-02,Breakfast,Open - 10:30AM (11AM weekend),691.94,119
13369,SEA/TCA WA CP-0024,2010-01-02,Dinner,4PM - 9PM,1148.46,150
13369,SEA/TCA WA CP-0024,2010-01-02,Evening,9PM - Close,170.46,28
13369,SEA/TCA WA CP-0024,2010-01-02,Late Night,11PM - 5AM,12.94,1
13369,SEA/TCA WA CP-0024,2010-01-02,Lunch,11AM -  2PM,861.85,117
13369,SEA/TCA WA CP-0024,2010-01-02,Morning,Open - 11AM,691.94,119
13369,SEA/TCA WA CP-0024,2010-01-02,Regular Menu,10:30AM (11AM weekend) - Close,2729.46,378
13369,SEA/TCA WA CP-0024,2010-01-02,Total Day,All hours,3421.4,497
13369,SEA/TCA WA CP-0024,2010-01-03,After 4PM,4PM - Close,1186.56,162
13369,SEA/TCA WA CP-0024,2010-01-03,Afternoon,2PM - 4PM,590.63,79
13369,SEA/TCA WA CP-0024,2010-01-03,Breakfast,Open - 10:30AM (11AM weekend),447.99,67
13369,SEA/TCA WA CP-0024,2010-01-03,Dinner,4PM - 9PM,1065.63,143
13369,SEA/TCA WA CP-0024,2010-01-03,Evening,9PM - Close,120.93,19
13369,SEA/TCA WA CP-0024,2010-01-03,Late Night,11PM - 5AM,0.0,0
13369,SEA/TCA WA CP-0024,2010-01-03,Lunch,11AM -  2PM,714.28,99
13369,SEA/TCA WA CP-0024,2010-01-03,Morning,Open - 11AM,447.99,67
13369,SEA/TCA WA CP-0024,2010-01-03,Regular Menu,10:30AM (11AM weekend) - Close,2491.47,340
13369,SEA/TCA WA CP-0024,2010-01-03,Total Day,All hours,2939.46,407
13369,SEA/TCA WA CP-0024,2010-01-04,After 4PM,4PM - Close,1028.88,156
13369,SEA/TCA WA CP-0024,2010-01-04,Afternoon,2PM - 4PM,481.98,90
13369,SEA/TCA WA CP-0024,2010-01-04,Breakfast,Open - 10:30AM (11AM weekend),780.77,180
13369,SEA/TCA WA CP-0024,2010-01-04,Dinner,4PM - 9PM,916.15,136
13369,SEA/TCA WA CP-0024,2010-01-04,Evening,9PM - Close,112.73,20
13369,SEA/TCA WA CP-0024,2010-01-04,Late Night,11PM - 5AM,0.0,0
13369,SEA/TCA WA CP-0024,2010-01-04,Lunch,11AM -  2PM,1216.5,223
13369,SEA/TCA WA CP-0024,2010-01-04,Morning,Open - 11AM,894.26,203
13369,SEA/TCA WA CP-0024,2010-01-04,Regular Menu,10:30AM (11AM weekend) - Close,2840.85,492
13369,SEA/TCA WA CP-0024,2010-01-04,Total Day,All hours,3621.62,672
13369,SEA/TCA WA CP-0024,2010-01-05,After 4PM,4PM - Close,1123.69,167
13369,SEA/TCA WA CP-0024,2010-01-05,Afternoon,2PM - 4PM,536.23,86
13369,SEA/TCA WA CP-0024,2010-01-05,Breakfast,Open - 10:30AM (11AM weekend),825.33,173
13369,SEA/TCA WA CP-0024,2010-01-05,Dinner,4PM - 9PM,998.36,148
13369,SEA/TCA WA CP-0024,2010-01-05,Evening,9PM - Close,125.33,19
13369,SEA/TCA WA CP-0024,2010-01-05,Late Night,11PM - 5AM,0.0,0
13369,SEA/TCA WA CP-0024,2010-01-05,Lunch,11AM -  2PM,1276.43,223
13369,SEA/TCA WA CP-0024,2010-01-05,Morning,Open - 11AM,970.92,193
13369,SEA/TCA WA CP-0024,2010-01-05,Regular Menu,10:30AM (11AM weekend) - Close,3081.94,496
13369,SEA/TCA WA CP-0024,2010-01-05,Total Day,All hours,3907.27,669
13369,SEA/TCA WA CP-0024,2010-01-06,After 4PM,4PM - Close,1345.98,214
13369,SEA/TCA WA CP-0024,2010-01-06,Afternoon,2PM - 4PM,498.55,81
13369,SEA/TCA WA CP-0024,2010-01-06,Breakfast,Open - 10:30AM (11AM weekend),896.71,185
13369,SEA/TCA WA CP-0024,2010-01-06,Dinner,4PM - 9PM,1168.34,187
13369,SEA/TCA WA CP-0024,2010-01-06,Evening,9PM - Close,177.64,27
13369,SEA/TCA WA CP-0024,2010-01-06,Late Night,11PM - 5AM,0.0,0
13369,SEA/TCA WA CP-0024,2010-01-06,Lunch,11AM -  2PM,1306.0,227
13369,SEA/TCA WA CP-0024,2010-01-06,Morning,Open - 11AM,994.4,204
13369,SEA/TCA WA CP-0024,2010-01-06,Regular Menu,10:30AM (11AM weekend) - Close,3248.22,541
13369,SEA/TCA WA CP-0024,2010-01-06,Total Day,All hours,4144.93,726
13369,SEA/TCA WA CP-0024,2010-01-07,After 4PM,4PM - Close,1183.63,183
13369,SEA/TCA WA CP-0024,2010-01-07,Afternoon,2PM - 4PM,517.89,93
13369,SEA/TCA WA CP-0024,2010-01-07,Breakfast,Open - 10:30AM (11AM weekend),1031.73,203
13369,SEA/TCA WA CP-0024,2010-01-07,Dinner,4PM - 9PM,932.44,150
13369,SEA/TCA WA CP-0024,2010-01-07,Evening,9PM - Close,251.19,33
13369,SEA/TCA WA CP-0024,2010-01-07,Late Night,11PM - 5AM,0.0,0
13369,SEA/TCA WA CP-0024,2010-01-07,Lunch,11AM -  2PM,1161.85,214
13369,SEA/TCA WA CP-0024,2010-01-07,Morning,Open - 11AM,1181.04,230
13369,SEA/TCA WA CP-0024,2010-01-07,Regular Menu,10:30AM (11AM weekend) - Close,3012.68,517
13369,SEA/TCA WA CP-0024,2010-01-07,Total Day,All hours,4044.41,720
13369,SEA/TCA WA CP-0024,2010-01-08,After 4PM,4PM - Close,1553.83,220
13369,SEA/TCA WA CP-0024,2010-01-08,Afternoon,2PM - 4PM,701.05,106
13369,SEA/TCA WA CP-0024,2010-01-08,Breakfast,Open - 10:30AM (11AM weekend),993.74,203
13369,SEA/TCA WA CP-0024,2010-01-08,Dinner,4PM - 9PM,1305.37,183
13369,SEA/TCA WA CP-0024,2010-01-08,Evening,9PM - Close,248.46,37
13369,SEA/TCA WA CP-0024,2010-01-08,Late Night,11PM - 5AM,0.0,0
13369,SEA/TCA WA CP-0024,2010-01-08,Lunch,11AM -  2PM,1362.28,221
13369,SEA/TCA WA CP-0024,2010-01-08,Morning,Open - 11AM,1066.78,216
13369,SEA/TCA WA CP-0024,2010-01-08,Regular Menu,10:30AM (11AM weekend) - Close,3690.2,560
13369,SEA/TCA WA CP-0024,2010-01-08,Total Day,All hours,4683.94,763
13369,SEA/TCA WA CP-0024,2010-01-09,After 4PM,4PM - Close,1214.42,170
13369,SEA/TCA WA CP-0024,2010-01-09,Afternoon,2PM - 4PM,369.93,60
13369,SEA/TCA WA CP-0024,2010-01-09,Breakfast,Open - 10:30AM (11AM weekend),874.85,153
13369,SEA/TCA WA CP-0024,2010-01-09,Dinner,4PM - 9PM,998.91,146
13369,SEA/TCA WA CP-0024,2010-01-09,Evening,9PM - Close,215.51,24
13369,SEA/TCA WA CP-0024,2010-01-09,Late Night,11PM - 5AM,16.29,1
13369,SEA/TCA WA CP-0024,2010-01-09,Lunch,11AM -  2PM,1055.08,138
13369,SEA/TCA WA CP-0024,2010-01-09,Morning,Open - 11AM,874.85,153
13369,SEA/TCA WA CP-0024,2010-01-09,Regular Menu,10:30AM (11AM weekend) - Close,2639.43,368
13369,SEA/TCA WA CP-0024,2010-01-09,Total Day,All hours,3514.28,521
13369,SEA/TCA WA CP-0024,2010-01-10,After 4PM,4PM - Close,1067.94,135
13369,SEA/TCA WA CP-0024,2010-01-10,Afternoon,2PM - 4PM,297.34,49
13369,SEA/TCA WA CP-0024,2010-01-10,Breakfast,Open - 10:30AM (11AM weekend),516.33,90
13369,SEA/TCA WA CP-0024,2010-01-10,Dinner,4PM - 9PM,922.42,119
13369,SEA/TCA WA CP-0024,2010-01-10,Evening,9PM - Close,145.52,16
13369,SEA/TCA WA CP-0024,2010-01-10,Late Night,11PM - 5AM,0.0,0
13369,SEA/TCA WA CP-0024,2010-01-10,Lunch,11AM -  2PM,883.34,121
13369,SEA/TCA WA CP-0024,2010-01-10,Morning,Open - 11AM,516.33,90
13369,SEA/TCA WA CP-0024,2010-01-10,Regular Menu,10:30AM (11AM weekend) - Close,2248.62,305
13369,SEA/TCA WA CP-0024,2010-01-10,Total Day,All hours,2764.95,395
13369,SEA/TCA WA CP-0024,2010-01-11,After 4PM,4PM - Close,1024.78,152
13369,SEA/TCA WA CP-0024,2010-01-11,Afternoon,2PM - 4PM,558.97,92
13369,SEA/TCA WA CP-0024,2010-01-11,Breakfast,Open - 10:30AM (11AM weekend),804.74,183
13369,SEA/TCA WA CP-0024,2010-01-11,Dinner,4PM - 9PM,864.33,134
13369,SEA/TCA WA CP-0024,2010-01-11,Evening,9PM - Close,160.45,18
13369,SEA/TCA WA CP-0024,2010-01-11,Late Night,11PM - 5AM,0.0,0
13369,SEA/TCA WA CP-0024,2010-01-11,Lunch,11AM -  2PM,1408.63,238
13369,SEA/TCA WA CP-0024,2010-01-11,Morning,Open - 11AM,867.86,198
13369,SEA/TCA WA CP-0024,2010-01-11,Regular Menu,10:30AM (11AM weekend) - Close,3055.5,497
13369,SEA/TCA WA CP-0024,2010-01-11,Total Day,All hours,3860.24,680
13369,SEA/TCA WA CP-0024,2010-01-12,After 4PM,4PM - Close,1167.45,172
13369,SEA/TCA WA CP-0024,2010-01-12,Afternoon,2PM - 4PM,517.16,93
13369,SEA/TCA WA CP-0024,2010-01-12,Breakfast,Open - 10:30AM (11AM weekend),848.34,196
13369,SEA/TCA WA CP-0024,2010-01-12,Dinner,4PM - 9PM,966.52,145
13369,SEA/TCA WA CP-0024,2010-01-12,Evening,9PM - Close,200.93,27
13369,SEA/TCA WA CP-0024,2010-01-12,Late Night,11PM - 5AM,0.0,0
13369,SEA/TCA WA CP-0024,2010-01-12,Lunch,11AM -  2PM,1275.53,214
13369,SEA/TCA WA CP-0024,2010-01-12,Morning,Open - 11AM,989.84,220
13369,SEA/TCA WA CP-0024,2010-01-12,Regular Menu,10:30AM (11AM weekend) - Close,3101.64,503
13369,SEA/TCA WA CP-0024,2010-01-12,Total Day,All hours,3949.98,699
13369,SEA/TCA WA CP-0024,2010-01-13,After 4PM,4PM - Close,1260.41,198
13369,SEA/TCA WA CP-0024,2010-01-13,Afternoon,2PM - 4PM,479.82,86
13369,SEA/TCA WA CP-0024,2010-01-13,Breakfast,Open - 10:30AM (11AM weekend),911.19,206
13369,SEA/TCA WA CP-0024,2010-01-13,Dinner,4PM - 9PM,1068.56,173
13369,SEA/TCA WA CP-0024,2010-01-13,Evening,9PM - Close,191.85,25
13369,SEA/TCA WA CP-0024,2010-01-13,Late Night,11PM - 5AM,0.0,0
13369,SEA/TCA WA CP-0024,2010-01-13,Lunch,11AM -  2PM,1204.18,212
13369,SEA/TCA WA CP-0024,2010-01-13,Morning,Open - 11AM,1043.77,234
13369,SEA/TCA WA CP-0024,2010-01-13,Regular Menu,10:30AM (11AM weekend) - Close,3076.99,524
13369,SEA/TCA WA CP-0024,2010-01-13,Total Day,All hours,3988.18,730
13369,SEA/TCA WA CP-0024,2010-01-14,After 4PM,4PM - Close,1213.11,197
13369,SEA/TCA WA CP-0024,2010-01-14,Afternoon,2PM - 4PM,535.67,98
13369,SEA/TCA WA CP-0024,2010-01-14,Breakfast,Open - 10:30AM (11AM weekend),940.38,209
13369,SEA/TCA WA CP-0024,2010-01-14,Dinner,4PM - 9PM,1065.67,173
13369,SEA/TCA WA CP-0024,2010-01-14,Evening,9PM - Close,147.44,24
13369,SEA/TCA WA CP-0024,2010-01-14,Late Night,11PM - 5AM,0.0,0
13369,SEA/TCA WA CP-0024,2010-01-14,Lunch,11AM -  2PM,1268.65,220
13369,SEA/TCA WA CP-0024,2010-01-14,Morning,Open - 11AM,1079.66,236
13369,SEA/TCA WA CP-0024,2010-01-14,Regular Menu,10:30AM (11AM weekend) - Close,3156.71,542
13369,SEA/TCA WA CP-0024,2010-01-14,Total Day,All hours,4097.09,751
13369,SEA/TCA WA CP-0024,2010-01-15,After 4PM,4PM - Close,1593.6,225
13369,SEA/TCA WA CP-0024,2010-01-15,Afternoon,2PM - 4PM,469.76,80
13369,SEA/TCA WA CP-0024,2010-01-15,Breakfast,Open - 10:30AM (11AM weekend),868.93,191
13369,SEA/TCA WA CP-0024,2010-01-15,Dinner,4PM - 9PM,1286.76,184
13369,SEA/TCA WA CP-0024,2010-01-15,Evening,9PM - Close,306.84,41
13369,SEA/TCA WA CP-0024,2010-01-15,Late Night,11PM - 5AM,0.0,0
13369,SEA/TCA WA CP-0024,2010-01-15,Lunch,11AM -  2PM,1524.65,250
13369,SEA/TCA WA CP-0024,2010-01-15,Morning,Open - 11AM,941.47,208
13369,SEA/TCA WA CP-0024,2010-01-15,Regular Menu,10:30AM (11AM weekend) - Close,3660.55,572
13369,SEA/TCA WA CP-0024,2010-01-15,Total Day,All hours,4529.48,763
13369,SEA/TCA WA CP-0024,2010-01-16,After 4PM,4PM - Close,1218.05,177
13369,SEA/TCA WA CP-0024,2010-01-16,Afternoon,2PM - 4PM,504.78,85
13369,SEA/TCA WA CP-0024,2010-01-16,Breakfast,Open - 10:30AM (11AM weekend),758.56,129
13369,SEA/TCA WA CP-0024,2010-01-16,Dinner,4PM - 9PM,1055.49,151
13369,SEA/TCA WA CP-0024,2010-01-16,Evening,9PM - Close,162.56,26
13369,SEA/TCA WA CP-0024,2010-01-16,Late Night,11PM - 5AM,0.0,0
13369,SEA/TCA WA CP-0024,2010-01-16,Lunch,11AM -  2PM,863.67,141
13369,SEA/TCA WA CP-0024,2010-01-16,Morning,Open - 11AM,758.56,129
13369,SEA/TCA WA CP-0024,2010-01-16,Regular Menu,10:30AM (11AM weekend) - Close,2586.5,403
13369,SEA/TCA WA CP-0024,2010-01-16,Total Day,All hours,3345.06,532
13369,SEA/TCA WA CP-0024,2010-01-17,After 4PM,4PM - Close,1123.72,155
13369,SEA/TCA WA CP-0024,2010-01-17,Afternoon,2PM - 4PM,315.26,53
13369,SEA/TCA WA CP-0024,2010-01-17,Breakfast,Open - 10:30AM (11AM weekend),517.92,92
13369,SEA/TCA WA CP-0024,2010-01-17,Dinner,4PM - 9PM,997.77,131
13369,SEA/TCA WA CP-0024,2010-01-17,Evening,9PM - Close,125.95,24
13369,SEA/TCA WA CP-0024,2010-01-17,Late Night,11PM - 5AM,0.0,0
13369,SEA/TCA WA CP-0024,2010-01-17,Lunch,11AM -  2PM,714.55,94
13369,SEA/TCA WA CP-0024,2010-01-17,Morning,Open - 11AM,517.92,92
13369,SEA/TCA WA CP-0024,2010-01-17,Regular Menu,10:30AM (11AM weekend) - Close,2153.53,302
13369,SEA/TCA WA CP-0024,2010-01-17,Total Day,All hours,2671.45,394
13369,SEA/TCA WA CP-0024,2010-01-18,After 4PM,4PM - Close,979.97,160
13369,SEA/TCA WA CP-0024,2010-01-18,Afternoon,2PM - 4PM,428.9,79
13369,SEA/TCA WA CP-0024,2010-01-18,Breakfast,Open - 10:30AM (11AM weekend),680.26,151
13369,SEA/TCA WA CP-0024,2010-01-18,Dinner,4PM - 9PM,856.51,141
13369,SEA/TCA WA CP-0024,2010-01-18,Evening,9PM - Close,123.46,19
13369,SEA/TCA WA CP-0024,2010-01-18,Late Night,11PM - 5AM,0.0,0
13369,SEA/TCA WA CP-0024,2010-01-18,Lunch,11AM -  2PM,1405.92,236
13369,SEA/TCA WA CP-0024,2010-01-18,Morning,Open - 11AM,913.59,185
13369,SEA/TCA WA CP-0024,2010-01-18,Regular Menu,10:30AM (11AM weekend) - Close,3048.12,509
13369,SEA/TCA WA CP-0024,2010-01-18,Total Day,All hours,3728.38,660
13369,SEA/TCA WA CP-0024,2010-01-19,After 4PM,4PM - Close,1066.6,168
13369,SEA/TCA WA CP-0024,2010-01-19,Afternoon,2PM - 4PM,383.64,76
13369,SEA/TCA WA CP-0024,2010-01-19,Breakfast,Open - 10:30AM (11AM weekend),767.25,175
13369,SEA/TCA WA CP-0024,2010-01-19,Dinner,4PM - 9PM,894.19,140
13369,SEA/TCA WA CP-0024,2010-01-19,Evening,9PM - Close,172.41,28
13369,SEA/TCA WA CP-0024,2010-01-19,Late Night,11PM - 5AM,0.0,0
13369,SEA/TCA WA CP-0024,2010-01-19,Lunch,11AM -  2PM,1388.56,245
13369,SEA/TCA WA CP-0024,2010-01-19,Morning,Open - 11AM,886.17,199
13369,SEA/TCA WA CP-0024,2010-01-19,Regular Menu,10:30AM (11AM weekend) - Close,2957.72,513
13369,SEA/TCA WA CP-0024,2010-01-19,Total Day,All hours,3724.97,688
13369,SEA/TCA WA CP-0024,2010-01-20,After 4PM,4PM - Close,1439.49,225
13369,SEA/TCA WA CP-0024,2010-01-20,Afternoon,2PM - 4PM,530.42,100
13369,SEA/TCA WA CP-0024,2010-01-20,Breakfast,Open - 10:30AM (11AM weekend),879.41,182
13369,SEA/TCA WA CP-0024,2010-01-20,Dinner,4PM - 9PM,1254.72,193
13369,SEA/TCA WA CP-0024,2010-01-20,Evening,9PM - Close,184.77,32
13369,SEA/TCA WA CP-0024,2010-01-20,Late Night,11PM - 5AM,0.0,0
13369,SEA/TCA WA CP-0024,2010-01-20,Lunch,11AM -  2PM,1415.59,233
13369,SEA/TCA WA CP-0024,2010-01-20,Morning,Open - 11AM,1039.0,206
13369,SEA/TCA WA CP-0024,2010-01-20,Regular Menu,10:30AM (11AM weekend) - Close,3545.09,582
13369,SEA/TCA WA CP-0024,2010-01-20,Total Day,All hours,4424.5,764
13369,SEA/TCA WA CP-0024,2010-01-21,After 4PM,4PM - Close,1445.41,192
13369,SEA/TCA WA CP-0024,2010-01-21,Afternoon,2PM - 4PM,565.31,87
13369,SEA/TCA WA CP-0024,2010-01-21,Breakfast,Open - 10:30AM (11AM weekend),881.55,197
13369,SEA/TCA WA CP-0024,2010-01-21,Dinner,4PM - 9PM,1126.35,161
13369,SEA/TCA WA CP-0024,2010-01-21,Evening,9PM - Close,319.06,31
13369,SEA/TCA WA CP-0024,2010-01-21,Late Night,11PM - 5AM,0.0,0
13369,SEA/TCA WA CP-0024,2010-01-21,Lunch,11AM -  2PM,1269.53,234
13369,SEA/TCA WA CP-0024,2010-01-21,Morning,Open - 11AM,996.18,216
13369,SEA/TCA WA CP-0024,2010-01-21,Regular Menu,10:30AM (11AM weekend) - Close,3394.88,532
13369,SEA/TCA WA CP-0024,2010-01-21,Total Day,All hours,4276.43,729
13369,SEA/TCA WA CP-0024,2010-01-22,After 4PM,4PM - Close,1529.99,214
13369,SEA/TCA WA CP-0024,2010-01-22,Afternoon,2PM - 4PM,542.2,91
13369,SEA/TCA WA CP-0024,2010-01-22,Breakfast,Open - 10:30AM (11AM weekend),926.02,205
13369,SEA/TCA WA CP-0024,2010-01-22,Dinner,4PM - 9PM,1236.87,176
13369,SEA/TCA WA CP-0024,2010-01-22,Evening,9PM - Close,293.12,38
13369,SEA/TCA WA CP-0024,2010-01-22,Late Night,11PM - 5AM,0.0,0
13369,SEA/TCA WA CP-0024,2010-01-22,Lunch,11AM -  2PM,1560.1,253
13369,SEA/TCA WA CP-0024,2010-01-22,Morning,Open - 11AM,1017.0,221
13369,SEA/TCA WA CP-0024,2010-01-22,Regular Menu,10:30AM (11AM weekend) - Close,3723.27,574
13369,SEA/TCA WA CP-0024,2010-01-22,Total Day,All hours,4649.29,779
13369,SEA/TCA WA CP-0024,2010-01-23,After 4PM,4PM - Close,1311.81,170
13369,SEA/TCA WA CP-0024,2010-01-23,Afternoon,2PM - 4PM,515.76,85
13369,SEA/TCA WA CP-0024,2010-01-23,Breakfast,Open - 10:30AM (11AM weekend),933.35,153
13369,SEA/TCA WA CP-0024,2010-01-23,Dinner,4PM - 9PM,1105.36,143
13369,SEA/TCA WA CP-0024,2010-01-23,Evening,9PM - Close,206.45,27
13369,SEA/TCA WA CP-0024,2010-01-23,Late Night,11PM - 5AM,0.0,0
13369,SEA/TCA WA CP-0024,2010-01-23,Lunch,11AM -  2PM,905.69,122
13369,SEA/TCA WA CP-0024,2010-01-23,Morning,Open - 11AM,933.35,153
13369,SEA/TCA WA CP-0024,2010-01-23,Regular Menu,10:30AM (11AM weekend) - Close,2733.26,377
13369,SEA/TCA WA CP-0024,2010-01-23,Total Day,All hours,3666.61,530
13369,SEA/TCA WA CP-0024,2010-01-24,After 4PM,4PM - Close,969.62,143
13369,SEA/TCA WA CP-0024,2010-01-24,Afternoon,2PM - 4PM,358.54,56
13369,SEA/TCA WA CP-0024,2010-01-24,Breakfast,Open - 10:30AM (11AM weekend),646.41,105
13369,SEA/TCA WA CP-0024,2010-01-24,Dinner,4PM - 9PM,793.1,121
13369,SEA/TCA WA CP-0024,2010-01-24,Evening,9PM - Close,176.52,22
13369,SEA/TCA WA CP-0024,2010-01-24,Late Night,11PM - 5AM,0.0,0
13369,SEA/TCA WA CP-0024,2010-01-24,Lunch,11AM -  2PM,762.04,97
13369,SEA/TCA WA CP-0024,2010-01-24,Morning,Open - 11AM,646.41,105
13369,SEA/TCA WA CP-0024,2010-01-24,Regular Menu,10:30AM (11AM weekend) - Close,2090.2,296
13369,SEA/TCA WA CP-0024,2010-01-24,Total Day,All hours,2736.61,401
13369,SEA/TCA WA CP-0024,2010-01-25,After 4PM,4PM - Close,1292.61,202
13369,SEA/TCA WA CP-0024,2010-01-25,Afternoon,2PM - 4PM,445.75,87
13369,SEA/TCA WA CP-0024,2010-01-25,Breakfast,Open - 10:30AM (11AM weekend),768.08,179
13369,SEA/TCA WA CP-0024,2010-01-25,Dinner,4PM - 9PM,1067.11,172
13369,SEA/TCA WA CP-0024,2010-01-25,Evening,9PM - Close,225.5,30
13369,SEA/TCA WA CP-0024,2010-01-25,Late Night,11PM - 5AM,0.0,0
13369,SEA/TCA WA CP-0024,2010-01-25,Lunch,11AM -  2PM,1475.98,246
13369,SEA/TCA WA CP-0024,2010-01-25,Morning,Open - 11AM,831.82,195
13369,SEA/TCA WA CP-0024,2010-01-25,Regular Menu,10:30AM (11AM weekend) - Close,3278.08,551
13369,SEA/TCA WA CP-0024,2010-01-25,Total Day,All hours,4046.16,730
13369,SEA/TCA WA CP-0024,2010-01-26,After 4PM,4PM - Close,1190.08,195
13369,SEA/TCA WA CP-0024,2010-01-26,Afternoon,2PM - 4PM,446.7,83
13369,SEA/TCA WA CP-0024,2010-01-26,Breakfast,Open - 10:30AM (11AM weekend),873.62,200
13369,SEA/TCA WA CP-0024,2010-01-26,Dinner,4PM - 9PM,952.26,161
13369,SEA/TCA WA CP-0024,2010-01-26,Evening,9PM - Close,237.82,34
13369,SEA/TCA WA CP-0024,2010-01-26,Late Night,11PM - 5AM,0.0,0
13369,SEA/TCA WA CP-0024,2010-01-26,Lunch,11AM -  2PM,1362.87,246
13369,SEA/TCA WA CP-0024,2010-01-26,Morning,Open - 11AM,960.56,219
13369,SEA/TCA WA CP-0024,2010-01-26,Regular Menu,10:30AM (11AM weekend) - Close,3086.59,543
13369,SEA/TCA WA CP-0024,2010-01-26,Total Day,All hours,3960.21,743
13369,SEA/TCA WA CP-0024,2010-01-27,After 4PM,4PM - Close,1185.4,193
13369,SEA/TCA WA CP-0024,2010-01-27,Afternoon,2PM - 4PM,462.1,89
13369,SEA/TCA WA CP-0024,2010-01-27,Breakfast,Open - 10:30AM (11AM weekend),873.67,196
13369,SEA/TCA WA CP-0024,2010-01-27,Dinner,4PM - 9PM,1068.39,171
13369,SEA/TCA WA CP-0024,2010-01-27,Evening,9PM - Close,117.01,22
13369,SEA/TCA WA CP-0024,2010-01-27,Late Night,11PM - 5AM,0.0,0
13369,SEA/TCA WA CP-0024,2010-01-27,Lunch,11AM -  2PM,1527.84,265
13369,SEA/TCA WA CP-0024,2010-01-27,Morning,Open - 11AM,987.66,218
13369,SEA/TCA WA CP-0024,2010-01-27,Regular Menu,10:30AM (11AM weekend) - Close,3289.33,569
13369,SEA/TCA WA CP-0024,2010-01-27,Total Day,All hours,4163.0,765
13369,SEA/TCA WA CP-0024,2010-01-28,After 4PM,4PM - Close,1375.17,205
13369,SEA/TCA WA CP-0024,2010-01-28,Afternoon,2PM - 4PM,540.8,92
13369,SEA/TCA WA CP-0024,2010-01-28,Breakfast,Open - 10:30AM (11AM weekend),925.18,209
13369,SEA/TCA WA CP-0024,2010-01-28,Dinner,4PM - 9PM,1163.13,173
13369,SEA/TCA WA CP-0024,2010-01-28,Evening,9PM - Close,212.04,32
13369,SEA/TCA WA CP-0024,2010-01-28,Late Night,11PM - 5AM,0.2,1
13369,SEA/TCA WA CP-0024,2010-01-28,Lunch,11AM -  2PM,1429.53,247
13369,SEA/TCA WA CP-0024,2010-01-28,Morning,Open - 11AM,1050.09,230
13369,SEA/TCA WA CP-0024,2010-01-28,Regular Menu,10:30AM (11AM weekend) - Close,3470.41,565
13369,SEA/TCA WA CP-0024,2010-01-28,Total Day,All hours,4395.59,774
13369,SEA/TCA WA CP-0024,2010-01-29,After 4PM,4PM - Close,1717.11,232
13369,SEA/TCA WA CP-0024,2010-01-29,Afternoon,2PM - 4PM,693.76,102
13369,SEA/TCA WA CP-0024,2010-01-29,Breakfast,Open - 10:30AM (11AM weekend),1112.38,229
13369,SEA/TCA WA CP-0024,2010-01-29,Dinner,4PM - 9PM,1419.68,190
13369,SEA/TCA WA CP-0024,2010-01-29,Evening,9PM - Close,297.43,42
13369,SEA/TCA WA CP-0024,2010-01-29,Late Night,11PM - 5AM,0.0,0
13369,SEA/TCA WA CP-0024,2010-01-29,Lunch,11AM -  2PM,1885.17,299
13369,SEA/TCA WA CP-0024,2010-01-29,Morning,Open - 11AM,1208.3,251
13369,SEA/TCA WA CP-0024,2010-01-29,Regular Menu,10:30AM (11AM weekend) - Close,4391.96,655
13369,SEA/TCA WA CP-0024,2010-01-29,Total Day,All hours,5504.34,884
